target_name group_no QS F1 Jaccard
T1125-D56 086s 0.014 9.9 0.10
T1125-D56 475s 0.014 9.9 0.10
T1125-D56 018s 0.014 3.5 0.08
T1125-D56 264s 0.014 3.5 0.08
T1125-D56 261s 0.014 3.5 0.08
T1125-D56 140 0.014 10.2 0.11
T1125-D56 461 0.013 7.9 0.10
T1125-D56 446s 0.013 7.9 0.10
T1125-D56 166s 0.013 7.9 0.10
T1125-D56 423 0.013 10.5 0.10
T1125-D56 187 0.013 10.5 0.10
T1125-D56 367 0.013 7.9 0.11
T1125-D56 120s 0.013 7.9 0.11
T1125-D56 187 0.013 11.3 0.14
T1125-D56 423 0.013 11.3 0.14
T1125-D56 245s 0.013 6.5 0.10
T1125-D56 147 0.013 6.0 0.11
T1125-D56 466s 0.013 7.8 0.09
T1125-D56 073s 0.013 9.9 0.11
T1125-D56 120s 0.012 8.3 0.12
T1125-D56 074 0.012 6.2 0.09
T1125-D56 434 0.012 7.6 0.10
T1125-D56 227 0.012 7.6 0.10
T1125-D56 288s 0.012 8.2 0.09
T1125-D56 215s 0.012 8.1 0.08
T1125-D56 370s 0.012 7.8 0.12
T1125-D56 120s 0.011 11.3 0.11
T1125-D56 158s 0.011 11.3 0.11
T1125-D56 131s 0.011 6.5 0.13
T1125-D56 208 0.011 10.9 0.11
T1125-D56 086s 0.010 10.0 0.10
T1125-D56 158s 0.010 10.0 0.10
T1125-D56 120s 0.010 10.0 0.10
T1125-D56 003 0.010 10.0 0.10
T1125-D56 475s 0.010 10.0 0.10
T1125-D56 215s 0.010 6.5 0.09
T1125-D56 091 0.010 4.7 0.08
T1125-D56 089s 0.010 9.7 0.11
T1125-D56 188s 0.010 9.7 0.11
T1125-D56 481s 0.010 9.7 0.11
T1125-D56 011s 0.010 8.7 0.09
T1125-D56 257 0.010 6.2 0.12
T1125-D56 257 0.010 6.7 0.13
T1125-D56 054 0.010 8.3 0.09
T1125-D56 125s 0.010 8.3 0.09
T1125-D56 399 0.010 8.3 0.09
T1125-D56 125s 0.010 8.5 0.12
T1125-D56 054 0.010 8.5 0.12
T1125-D56 399 0.010 8.5 0.12
T1125-D56 466s 0.010 8.8 0.12
T1125-D56 185 0.009 5.1 0.09
T1125-D56 342 0.009 9.1 0.13
T1125-D56 368s 0.009 12.5 0.13
T1125-D56 333s 0.009 12.5 0.13
T1125-D56 466s 0.009 5.1 0.08
T1125-D56 370s 0.009 9.4 0.14
T1125-D56 423 0.008 8.8 0.08
T1125-D56 187 0.008 8.8 0.08
T1125-D56 462s 0.008 8.3 0.10
T1125-D56 180 0.008 8.3 0.10
T1125-D56 212s 0.008 4.4 0.09
T1125-D56 125s 0.008 7.9 0.09
T1125-D56 399 0.008 7.9 0.09
T1125-D56 054 0.008 7.9 0.09
T1125-D56 131s 0.006 5.4 0.09
T1125-D56 208 0.005 5.6 0.06
T1125-D56 475s 0.005 4.5 0.06
T1125-D56 097 0.004 3.8 0.05
T1125-D56 212s 0.003 4.1 0.06
T1125-D56 212s 0.003 4.0 0.06
T1125-D56 403s 0.001 2.8 0.08
T1125 008 0.317 26.6 0.34
T1125 162s 0.278 26.0 0.34
T1125 229s 0.189 18.7 0.24
T1125 278 0.185 16.3 0.18
T1125 278 0.183 16.9 0.19
T1125 162s 0.169 17.2 0.25
T1125 162s 0.163 19.4 0.26
T1125 403s 0.156 15.3 0.20
T1125 383s 0.156 15.4 0.21
T1125 383s 0.156 15.4 0.21
T1125 383s 0.156 15.4 0.21
T1125 035s 0.156 15.1 0.21
T1125 248 0.156 15.1 0.21
T1125 035s 0.154 15.4 0.24
T1125 248 0.154 15.4 0.24
T1125 494 0.154 16.8 0.24
T1125 166s 0.153 16.7 0.24
T1125 434 0.145 14.9 0.22
T1125 227 0.145 14.9 0.22
T1125 439 0.143 17.6 0.24
T1125 248 0.137 13.4 0.21
T1125 035s 0.137 13.4 0.21
T1125 225 0.134 12.2 0.16
T1125 353s 0.124 12.2 0.17
T1125 035s 0.120 11.3 0.19
T1125 248 0.120 11.3 0.19
T1125 278 0.116 12.4 0.15
T1125 278 0.116 11.3 0.14
T1125 158s 0.115 11.7 0.17
T1125 003 0.115 11.7 0.17
T1125 278 0.106 13.6 0.16
T1125 225 0.104 10.2 0.15
T1125 439 0.103 10.8 0.18
T1125 225 0.082 8.3 0.17
T1125 229s 0.079 9.1 0.20
T1125 439 0.075 10.5 0.16
T1125 439 0.074 9.4 0.16
T1125 229s 0.073 10.0 0.14
T1125 229s 0.072 9.9 0.13
T1125 439 0.068 10.4 0.14
T1125 248 0.061 4.3 0.11
T1125 035s 0.061 4.3 0.11
T1125 215s 0.053 7.8 0.16
T1125 162s 0.052 8.7 0.16
T1125 120s 0.048 6.5 0.18
T1125 158s 0.048 6.5 0.18
T1125 003 0.048 6.5 0.18
T1125 229s 0.045 6.4 0.13
T1125 067 0.037 4.8 0.11
T1125 008 0.036 4.7 0.14
T1125 403s 0.036 3.6 0.10
T1125 261s 0.034 4.9 0.17
T1125 264s 0.034 4.9 0.17
T1125 018s 0.034 4.9 0.17
T1125 097 0.034 3.3 0.16
T1125 008 0.033 2.7 0.11
T1125 204 0.032 5.2 0.11
T1125 092 0.032 5.2 0.11
T1125 169 0.029 3.2 0.09
T1125 089s 0.029 3.2 0.09
T1125 188s 0.029 3.2 0.09
T1125 264s 0.029 4.0 0.08
T1125 261s 0.029 4.0 0.08
T1125 018s 0.029 4.0 0.08
T1125 091 0.029 3.3 0.17
T1125 098s 0.028 3.9 0.12
T1125 169 0.028 3.9 0.12
T1125 003 0.028 6.4 0.12
T1125 450s 0.027 2.9 0.17
T1125 494 0.027 2.9 0.12
T1125 225 0.027 2.5 0.13
T1125 097 0.026 3.4 0.17
T1125 450s 0.026 3.5 0.15
T1125 367 0.024 3.9 0.09
T1125 120s 0.024 3.9 0.09
T1125 131s 0.024 4.4 0.11
T1125 086s 0.023 4.9 0.09
T1125 097 0.023 2.2 0.14
T1125 140 0.022 3.8 0.10
T1125 131s 0.022 1.9 0.12
T1125 097 0.021 2.2 0.12
T1125 245s 0.021 3.8 0.09
T1125 097 0.021 3.9 0.09
T1125 461 0.020 3.8 0.10
T1125 446s 0.020 3.8 0.10
T1125 131s 0.020 3.5 0.08
T1125 443s 0.020 4.5 0.12
T1125 008 0.020 5.8 0.11
T1125 494 0.020 2.9 0.10
T1125 370s 0.020 2.9 0.08
T1125 166s 0.020 3.2 0.10
T1125 462s 0.019 3.9 0.06
T1125 180 0.019 3.9 0.06
T1125 370s 0.019 2.7 0.10
T1125 091 0.019 2.6 0.14
T1125 315s 0.018 4.2 0.09
T1125 120s 0.018 3.9 0.10
T1125 383s 0.018 3.9 0.13
T1125 011s 0.018 3.8 0.09
T1125 342 0.018 5.0 0.11
T1125 074 0.018 3.2 0.08
T1125 403s 0.018 2.4 0.12
T1125 011s 0.017 3.7 0.08
T1125 185 0.017 3.3 0.13
T1125 353s 0.017 3.4 0.10
T1125 450s 0.017 4.0 0.08
T1125 185 0.017 3.3 0.13
T1125 151s 0.017 4.4 0.11
T1125 434 0.017 3.0 0.12
T1125 227 0.017 3.0 0.12
T1125 158s 0.017 3.0 0.10
T1125 264s 0.016 3.5 0.08
T1125 018s 0.016 3.5 0.08
T1125 261s 0.016 3.5 0.08
T1125 151s 0.016 4.4 0.11
T1125 370s 0.016 3.0 0.11
T1125 131s 0.016 3.6 0.10
T1125 119 0.016 3.6 0.10
T1125 074 0.016 5.7 0.10
T1125 147 0.016 2.5 0.11
T1125 494 0.016 3.2 0.08
T1125 360 0.016 3.7 0.10
T1125 298s 0.016 3.7 0.10
T1125 166s 0.016 3.3 0.08
T1125 447 0.015 2.7 0.11
T1125 008 0.015 4.6 0.09
T1125 342 0.015 3.5 0.10
T1125 447 0.015 2.8 0.11
T1125 188s 0.015 4.1 0.13
T1125 169 0.015 4.1 0.13
T1125 481s 0.015 4.1 0.13
T1125 447 0.015 2.5 0.11
T1125 140 0.015 2.9 0.11
T1125 086s 0.015 3.9 0.10
T1125 475s 0.015 3.9 0.10
T1125 367 0.015 3.9 0.10
T1125 342 0.015 2.8 0.11
T1125 185 0.015 3.4 0.11
T1125 089s 0.015 4.0 0.09
T1125 169 0.015 4.0 0.09
T1125 447 0.015 2.5 0.11
T1125 298s 0.015 3.5 0.07
T1125 360 0.015 3.5 0.07
T1125 074 0.015 5.0 0.09
T1125 342 0.014 3.0 0.09
T1125 443s 0.014 4.3 0.10
T1125 447 0.014 2.2 0.12
T1125 370s 0.014 2.4 0.11
T1125 481s 0.014 4.3 0.08
T1125 282s 0.014 4.3 0.08
T1125 140 0.014 2.8 0.09
T1125 185 0.014 3.5 0.11
T1125 282s 0.014 4.2 0.08
T1125 169 0.014 4.2 0.08
T1125 353s 0.014 3.1 0.09
T1125 227 0.014 3.1 0.10
T1125 434 0.014 3.1 0.10
T1125 275 0.014 3.7 0.08
T1125 073s 0.014 3.5 0.07
T1125 037 0.014 3.4 0.10
T1125 098s 0.014 3.9 0.09
T1125 441 0.014 5.0 0.08
T1125 433 0.014 5.0 0.08
T1125 120s 0.013 3.1 0.10
T1125 158s 0.013 3.1 0.10
T1125 288s 0.013 3.6 0.07
T1125 261s 0.013 3.1 0.09
T1125 264s 0.013 3.1 0.09
T1125 018s 0.013 3.1 0.09
T1125 370s 0.013 2.6 0.10
T1125 208 0.013 4.0 0.12
T1125 298s 0.013 5.0 0.10
T1125 125s 0.013 3.7 0.11
T1125 399 0.013 3.7 0.11
T1125 054 0.013 3.7 0.11
T1125 140 0.013 3.7 0.09
T1125 333s 0.013 2.5 0.07
T1125 368s 0.013 2.5 0.07
T1125 037 0.013 3.4 0.07
T1125 188s 0.012 3.7 0.08
T1125 481s 0.012 3.7 0.08
T1125 089s 0.012 3.7 0.08
T1125 151s 0.012 3.3 0.11
T1125 151s 0.012 3.3 0.11
T1125 368s 0.012 2.1 0.09
T1125 333s 0.012 2.1 0.09
T1125 067 0.012 3.4 0.12
T1125 133s 0.012 3.8 0.07
T1125 054 0.012 3.7 0.10
T1125 399 0.012 3.7 0.10
T1125 125s 0.012 3.7 0.10
T1125 131s 0.012 2.0 0.11
T1125 225 0.012 3.9 0.09
T1125 245s 0.012 5.0 0.11
T1125 245s 0.012 5.0 0.11
T1125 475s 0.012 3.7 0.09
T1125 086s 0.012 3.7 0.09
T1125 162s 0.012 3.7 0.08
T1125 367 0.012 4.7 0.08
T1125 450s 0.011 4.1 0.07
T1125 054 0.011 4.2 0.07
T1125 399 0.011 4.2 0.07
T1125 125s 0.011 4.2 0.07
T1125 275 0.011 4.1 0.11
T1125 257 0.011 2.6 0.08
T1125 360 0.011 3.9 0.08
T1125 298s 0.011 3.9 0.08
T1125 037 0.011 3.5 0.06
T1125 119 0.011 4.3 0.07
T1125 216 0.011 4.1 0.07
T1125 455 0.011 4.1 0.07
T1125 269 0.011 4.1 0.07
T1125 270s 0.011 4.1 0.07
T1125 276 0.011 4.1 0.07
T1125 117 0.011 4.1 0.07
T1125 320 0.011 4.1 0.07
T1125 403s 0.011 3.7 0.14
T1125 288s 0.011 3.6 0.10
T1125 187 0.011 3.4 0.10
T1125 423 0.011 3.4 0.10
T1125 245s 0.011 3.4 0.08
T1125 011s 0.011 2.9 0.11
T1125 333s 0.011 1.9 0.09
T1125 368s 0.011 1.9 0.09
T1125 450s 0.011 2.8 0.10
T1125 398 0.011 3.2 0.08
T1125 270s 0.011 3.2 0.08
T1125 216 0.011 3.2 0.08
T1125 360 0.011 3.2 0.08
T1125 119 0.011 3.2 0.08
T1125 269 0.011 3.2 0.08
T1125 320 0.011 3.2 0.08
T1125 117 0.011 3.2 0.08
T1125 276 0.011 3.2 0.08
T1125 147 0.011 3.2 0.07
T1125 320 0.011 3.7 0.09
T1125 269 0.011 3.7 0.09
T1125 216 0.011 3.7 0.09
T1125 117 0.011 3.7 0.09
T1125 354 0.011 3.7 0.09
T1125 270s 0.011 3.7 0.09
T1125 276 0.011 3.7 0.09
T1125 455 0.011 3.7 0.09
T1125 147 0.011 4.1 0.10
T1125 212s 0.011 3.4 0.09
T1125 298s 0.011 4.0 0.08
T1125 360 0.011 4.0 0.08
T1125 018s 0.011 3.5 0.09
T1125 264s 0.011 3.5 0.09
T1125 261s 0.011 3.5 0.09
T1125 212s 0.011 3.3 0.09
T1125 185 0.011 3.2 0.11
T1125 091 0.011 1.9 0.12
T1125 433 0.011 4.8 0.08
T1125 441 0.011 4.8 0.08
T1125 133s 0.011 3.4 0.08
T1125 125s 0.010 3.2 0.09
T1125 054 0.010 3.2 0.09
T1125 399 0.010 3.2 0.09
T1125 475s 0.010 3.6 0.07
T1125 120s 0.010 3.6 0.07
T1125 158s 0.010 3.6 0.07
T1125 003 0.010 3.6 0.07
T1125 086s 0.010 3.6 0.07
T1125 367 0.010 3.8 0.11
T1125 133s 0.010 2.6 0.11
T1125 074 0.010 4.2 0.08
T1125 234 0.010 3.9 0.12
T1125 234 0.010 4.3 0.13
T1125 475s 0.010 3.7 0.07
T1125 275 0.010 3.6 0.08
T1125 466s 0.010 4.0 0.11
T1125 227 0.010 3.9 0.11
T1125 434 0.010 3.9 0.11
T1125 234 0.010 4.0 0.12
T1125 320 0.010 4.2 0.07
T1125 216 0.010 4.2 0.07
T1125 269 0.010 4.2 0.07
T1125 276 0.010 4.2 0.07
T1125 270s 0.010 4.2 0.07
T1125 117 0.010 4.2 0.07
T1125 455 0.010 4.2 0.07
T1125 165 0.010 3.2 0.07
T1125 098s 0.010 3.3 0.12
T1125 481s 0.010 3.3 0.12
T1125 208 0.010 4.2 0.12
T1125 147 0.010 3.8 0.06
T1125 342 0.010 4.6 0.13
T1125 433 0.010 5.3 0.07
T1125 441 0.010 5.3 0.07
T1125 037 0.010 3.7 0.07
T1125 052 0.010 4.2 0.08
T1125 315s 0.010 4.2 0.08
T1125 275 0.010 2.8 0.07
T1125 091 0.010 1.4 0.13
T1125 133s 0.009 4.1 0.06
T1125 187 0.009 3.8 0.05
T1125 423 0.009 3.8 0.05
T1125 433 0.009 5.2 0.07
T1125 441 0.009 5.2 0.07
T1125 208 0.009 3.5 0.09
T1125 494 0.009 4.4 0.06
T1125 446s 0.009 5.1 0.10
T1125 461 0.009 5.1 0.10
T1125 119 0.009 5.1 0.10
T1125 466s 0.009 4.3 0.11
T1125 215s 0.009 3.5 0.08
T1125 478 0.009 4.5 0.06
T1125 119 0.009 3.9 0.07
T1125 257 0.009 2.9 0.09
T1125 461 0.009 4.2 0.10
T1125 446s 0.009 4.2 0.10
T1125 188s 0.009 4.0 0.06
T1125 353s 0.009 4.6 0.13
T1125 441 0.009 5.7 0.08
T1125 433 0.009 5.7 0.08
T1125 166s 0.009 3.6 0.09
T1125 180 0.009 4.3 0.06
T1125 462s 0.009 4.3 0.06
T1125 054 0.009 3.7 0.07
T1125 125s 0.009 3.7 0.07
T1125 399 0.009 3.7 0.07
T1125 288s 0.009 3.7 0.08
T1125 245s 0.009 3.6 0.10
T1125 403s 0.009 2.7 0.09
T1125 151s 0.009 3.7 0.08
T1125 091 0.009 2.3 0.10
T1125 275 0.008 3.4 0.07
T1125 462s 0.008 3.9 0.08
T1125 180 0.008 3.9 0.08
T1125 216 0.008 3.0 0.13
T1125 455 0.008 3.0 0.13
T1125 269 0.008 3.0 0.13
T1125 443s 0.008 3.0 0.13
T1125 180 0.008 4.3 0.08
T1125 462s 0.008 4.3 0.08
T1125 073s 0.008 3.7 0.09
T1125 466s 0.008 3.9 0.09
T1125 353s 0.008 4.3 0.10
T1125 234 0.008 3.9 0.13
T1125 288s 0.008 3.4 0.07
T1125 074 0.008 4.5 0.08
T1125 092 0.008 3.6 0.06
T1125 204 0.008 3.6 0.06
T1125 466s 0.008 4.7 0.08
T1125 215s 0.008 3.9 0.08
T1125 187 0.008 3.1 0.06
T1125 423 0.008 3.1 0.06
T1125 234 0.008 4.0 0.12
T1125 011s 0.008 3.4 0.07
T1125 446s 0.008 3.9 0.08
T1125 461 0.008 3.9 0.08
T1125 147 0.008 3.9 0.07
T1125 320 0.008 3.9 0.07
T1125 276 0.008 3.9 0.07
T1125 117 0.008 3.9 0.07
T1125 270s 0.008 3.9 0.07
T1125 455 0.008 3.9 0.07
T1125 073s 0.007 5.4 0.09
T1125 288s 0.007 4.8 0.08
T1125 037 0.007 3.0 0.07
T1125 443s 0.007 3.2 0.09
T1125 257 0.007 2.8 0.10
T1125 166s 0.007 2.8 0.09
T1125 187 0.007 3.4 0.06
T1125 423 0.007 3.4 0.06
T1125 282s 0.007 3.9 0.06
T1125 011s 0.007 3.7 0.06
T1125 208 0.007 3.1 0.09
T1125 073s 0.007 3.6 0.07
T1125 092 0.007 4.5 0.07
T1125 204 0.007 4.5 0.07
T1125 367 0.007 4.0 0.08
T1125 475s 0.007 3.4 0.07
T1125 086s 0.007 3.4 0.07
T1125 257 0.007 2.5 0.07
T1125 466s 0.006 3.2 0.07
T1125 215s 0.006 4.0 0.06
T1125 133s 0.006 4.8 0.07
T1125 003 0.006 3.6 0.11
T1125 434 0.006 3.8 0.07
T1125 227 0.006 3.8 0.07
T1125 204 0.006 4.4 0.07
T1125 092 0.006 4.4 0.07
T1125 208 0.006 3.7 0.08
T1125 282s 0.006 4.1 0.09
T1125 219s 0.006 2.3 0.08
T1125 219s 0.006 2.3 0.08
T1125 219s 0.006 2.2 0.08
T1125 219s 0.006 2.1 0.08
T1125 215s 0.006 4.9 0.09
T1125 219s 0.006 2.2 0.08
T1125 098s 0.006 4.8 0.08
T1125 140 0.006 2.6 0.09
T1125 187 0.006 3.1 0.05
T1125 423 0.006 3.1 0.05
T1125 180 0.005 3.7 0.07
T1125 462s 0.005 3.7 0.07
T1125 446s 0.005 4.3 0.08
T1125 461 0.005 4.3 0.08
T1125 282s 0.005 3.7 0.06
T1125 089s 0.005 3.7 0.06
T1125 257 0.005 3.0 0.08
T1125 383s 0.004 3.1 0.08
T1125 212s 0.004 1.5 0.07
T1125 212s 0.004 2.0 0.08
T1125 212s 0.004 2.0 0.08
T1125 089s 0.004 3.4 0.12
T1125 481s 0.004 3.4 0.12
T1125 098s 0.004 3.4 0.12
T1125 188s 0.004 3.4 0.12
T1145 208 0.915 87.8 0.79
T1145 215s 0.913 87.2 0.83
T1145 208 0.902 85.7 0.79
T1145 097 0.892 86.4 0.83
T1145 208 0.892 86.7 0.83
T1145 120s 0.891 85.4 0.83
T1145 035s 0.887 84.0 0.83
T1145 248 0.887 84.0 0.83
T1145 466s 0.883 84.3 0.75
T1145 158s 0.874 84.3 0.83
T1145 120s 0.874 84.3 0.83
T1145 086s 0.873 85.4 0.83
T1145 158s 0.873 85.4 0.83
T1145 003 0.872 86.4 0.83
T1145 367 0.869 84.3 0.81
T1145 475s 0.869 84.3 0.81
T1145 475s 0.867 86.7 0.83
T1145 367 0.867 86.7 0.83
T1145 248 0.866 85.4 0.83
T1145 035s 0.866 85.4 0.83
T1145 353s 0.864 85.4 0.83
T1145 342 0.863 85.4 0.83
T1145 257 0.863 83.7 0.82
T1145 086s 0.862 85.4 0.83
T1145 097 0.859 76.4 0.75
T1145 278 0.857 77.9 0.68
T1145 229s 0.854 84.3 0.81
T1145 074 0.849 82.4 0.79
T1145 227 0.846 84.3 0.81
T1145 133s 0.846 84.3 0.81
T1145 434 0.846 84.3 0.81
T1145 151s 0.846 81.1 0.71
T1145 151s 0.842 81.1 0.71
T1145 208 0.839 80.5 0.76
T1145 353s 0.838 83.3 0.81
T1145 342 0.837 83.3 0.81
T1145 225 0.837 77.4 0.72
T1145 229s 0.831 82.9 0.74
T1145 439 0.831 82.9 0.74
T1145 204 0.830 81.0 0.74
T1145 092 0.830 81.0 0.74
T1145 097 0.828 82.4 0.77
T1145 288s 0.823 81.4 0.77
T1145 074 0.823 81.4 0.77
T1145 446s 0.823 83.5 0.81
T1145 461 0.823 83.5 0.81
T1145 227 0.818 80.0 0.73
T1145 434 0.818 80.0 0.73
T1145 133s 0.818 80.0 0.73
T1145 466s 0.816 82.4 0.77
T1145 462s 0.815 82.1 0.78
T1145 180 0.815 82.1 0.78
T1145 475s 0.814 81.9 0.78
T1145 003 0.814 81.9 0.78
T1145 064 0.814 73.6 0.65
T1145 086s 0.814 81.9 0.78
T1145 439 0.811 81.4 0.74
T1145 288s 0.811 80.0 0.72
T1145 086s 0.810 81.9 0.78
T1145 086s 0.809 81.9 0.78
T1145 257 0.809 77.1 0.68
T1145 097 0.807 77.8 0.68
T1145 475s 0.806 81.9 0.78
T1145 011s 0.803 79.5 0.78
T1145 011s 0.801 76.5 0.70
T1145 450s 0.798 79.1 0.72
T1145 367 0.789 77.3 0.73
T1145 120s 0.789 77.3 0.73
T1145 097 0.789 75.3 0.70
T1145 162s 0.788 78.2 0.69
T1145 098s 0.787 80.0 0.72
T1145 188s 0.787 80.0 0.72
T1145 089s 0.787 80.0 0.72
T1145 257 0.787 79.5 0.65
T1145 439 0.785 79.5 0.73
T1145 120s 0.782 77.8 0.71
T1145 367 0.782 77.8 0.71
T1145 225 0.782 73.1 0.68
T1145 162s 0.781 78.2 0.69
T1145 162s 0.781 78.2 0.69
T1145 098s 0.780 79.5 0.71
T1145 481s 0.780 79.5 0.71
T1145 169 0.780 79.5 0.71
T1145 131s 0.779 78.6 0.78
T1145 131s 0.779 79.5 0.78
T1145 092 0.778 79.1 0.71
T1145 215s 0.775 77.3 0.69
T1145 011s 0.771 76.9 0.70
T1145 215s 0.771 76.4 0.69
T1145 275 0.768 75.9 0.76
T1145 423 0.767 78.2 0.69
T1145 187 0.767 78.2 0.69
T1145 117 0.766 73.4 0.76
T1145 054 0.765 77.3 0.71
T1145 399 0.765 77.3 0.71
T1145 125s 0.765 77.3 0.71
T1145 257 0.764 78.3 0.70
T1145 229s 0.763 77.3 0.71
T1145 439 0.763 77.3 0.71
T1145 185 0.761 74.7 0.67
T1145 443s 0.760 68.9 0.64
T1145 455 0.760 68.9 0.64
T1145 398 0.760 68.9 0.64
T1145 216 0.760 68.9 0.64
T1145 269 0.760 68.9 0.64
T1145 151s 0.758 76.4 0.69
T1145 298s 0.758 77.8 0.73
T1145 270s 0.756 76.5 0.69
T1145 320 0.756 76.5 0.69
T1145 466s 0.755 60.5 0.62
T1145 204 0.755 61.2 0.63
T1145 092 0.755 61.2 0.63
T1145 494 0.747 73.8 0.72
T1145 037 0.747 78.2 0.69
T1145 427s 0.746 74.7 0.66
T1145 147 0.745 65.4 0.59
T1145 073s 0.745 65.8 0.63
T1145 098s 0.744 75.0 0.69
T1145 282s 0.742 66.7 0.62
T1145 188s 0.741 79.1 0.71
T1145 089s 0.741 79.1 0.71
T1145 162s 0.738 77.3 0.67
T1145 450s 0.737 77.3 0.67
T1145 119 0.737 73.7 0.75
T1145 131s 0.737 73.7 0.75
T1145 003 0.737 75.6 0.69
T1145 433 0.737 74.4 0.73
T1145 441 0.737 74.4 0.73
T1145 441 0.736 74.4 0.73
T1145 433 0.736 74.4 0.73
T1145 278 0.735 56.7 0.57
T1145 074 0.735 74.7 0.68
T1145 441 0.734 72.7 0.71
T1145 433 0.734 72.7 0.71
T1145 441 0.733 72.1 0.71
T1145 433 0.733 72.1 0.71
T1145 466s 0.732 75.0 0.69
T1145 204 0.731 73.9 0.66
T1145 092 0.731 73.9 0.66
T1145 125s 0.731 58.4 0.58
T1145 399 0.731 58.4 0.58
T1145 054 0.731 58.4 0.58
T1145 403s 0.731 71.6 0.67
T1145 383s 0.730 71.6 0.67
T1145 131s 0.728 74.1 0.71
T1145 383s 0.728 70.8 0.67
T1145 158s 0.726 73.1 0.67
T1145 367 0.726 73.1 0.67
T1145 166s 0.725 76.4 0.66
T1145 494 0.725 75.9 0.65
T1145 185 0.723 69.9 0.70
T1145 275 0.722 78.6 0.72
T1145 282s 0.721 73.9 0.67
T1145 089s 0.721 73.9 0.67
T1145 185 0.719 71.3 0.69
T1145 225 0.716 69.0 0.67
T1145 245s 0.715 73.3 0.69
T1145 446s 0.712 74.4 0.71
T1145 461 0.712 74.4 0.71
T1145 427s 0.711 74.4 0.69
T1145 215s 0.711 74.4 0.67
T1145 245s 0.710 73.3 0.67
T1145 162s 0.710 71.6 0.67
T1145 003 0.708 72.5 0.67
T1145 360 0.708 74.2 0.66
T1145 320 0.708 74.2 0.66
T1145 119 0.708 74.2 0.66
T1145 270s 0.708 74.2 0.66
T1145 450s 0.707 60.9 0.61
T1145 450s 0.706 73.1 0.66
T1145 003 0.704 71.0 0.66
T1145 245s 0.702 68.1 0.67
T1145 466s 0.701 70.2 0.68
T1145 245s 0.701 72.7 0.65
T1145 461 0.700 71.3 0.67
T1145 446s 0.700 71.3 0.67
T1145 169 0.700 74.2 0.66
T1145 282s 0.700 74.2 0.66
T1145 481s 0.700 74.2 0.66
T1145 188s 0.700 74.2 0.66
T1145 461 0.700 72.7 0.67
T1145 446s 0.700 72.7 0.67
T1145 098s 0.699 71.3 0.71
T1145 275 0.699 71.0 0.66
T1145 166s 0.696 73.9 0.66
T1145 264s 0.696 69.4 0.67
T1145 261s 0.696 69.4 0.67
T1145 018s 0.695 70.1 0.67
T1145 225 0.694 69.0 0.69
T1145 298s 0.694 71.3 0.71
T1145 360 0.694 71.3 0.71
T1145 475s 0.694 71.6 0.65
T1145 158s 0.694 71.6 0.65
T1145 225 0.693 74.5 0.68
T1145 360 0.692 71.3 0.71
T1145 270s 0.692 71.3 0.71
T1145 269 0.692 71.3 0.71
T1145 320 0.692 71.3 0.71
T1145 216 0.692 71.3 0.71
T1145 257 0.690 75.0 0.69
T1145 427s 0.690 72.5 0.67
T1145 270s 0.690 71.7 0.66
T1145 320 0.690 71.7 0.66
T1145 091 0.689 67.4 0.66
T1145 282s 0.689 69.7 0.67
T1145 188s 0.688 71.1 0.66
T1145 147 0.688 58.8 0.59
T1145 278 0.687 42.6 0.44
T1145 125s 0.687 71.1 0.67
T1145 399 0.687 71.1 0.67
T1145 054 0.687 71.1 0.67
T1145 165 0.686 75.7 0.71
T1145 360 0.686 70.5 0.69
T1145 298s 0.686 70.5 0.69
T1145 117 0.686 62.8 0.64
T1145 443s 0.686 76.3 0.69
T1145 269 0.686 76.3 0.69
T1145 455 0.686 76.3 0.69
T1145 216 0.686 76.3 0.69
T1145 117 0.686 68.1 0.63
T1145 494 0.685 73.3 0.63
T1145 180 0.683 70.3 0.64
T1145 298s 0.683 70.6 0.67
T1145 360 0.683 70.6 0.67
T1145 427s 0.683 70.1 0.63
T1145 204 0.682 71.1 0.67
T1145 180 0.682 71.1 0.66
T1145 385 0.682 72.9 0.65
T1145 245s 0.682 72.9 0.65
T1145 477 0.681 70.2 0.64
T1145 091 0.681 68.9 0.66
T1145 165 0.681 71.7 0.66
T1145 166s 0.681 70.1 0.62
T1145 185 0.680 66.7 0.67
T1145 151s 0.680 68.9 0.66
T1145 275 0.680 65.9 0.68
T1145 151s 0.679 68.2 0.70
T1145 035s 0.678 70.5 0.62
T1145 248 0.678 70.5 0.62
T1145 011s 0.677 68.8 0.63
T1145 383s 0.677 70.3 0.68
T1145 185 0.675 67.4 0.69
T1145 117 0.675 69.8 0.64
T1145 166s 0.672 70.1 0.63
T1145 091 0.672 69.6 0.66
T1145 092 0.671 67.4 0.64
T1145 204 0.671 67.4 0.64
T1145 166s 0.668 68.9 0.62
T1145 188s 0.667 72.1 0.65
T1145 089s 0.667 72.1 0.65
T1145 462s 0.667 70.3 0.64
T1145 462s 0.665 70.3 0.64
T1145 119 0.664 68.8 0.63
T1145 446s 0.664 68.8 0.63
T1145 461 0.664 68.8 0.63
T1145 037 0.664 50.7 0.56
T1145 147 0.663 59.8 0.58
T1145 441 0.662 65.1 0.67
T1145 433 0.662 65.1 0.67
T1145 227 0.662 65.2 0.66
T1145 133s 0.662 65.2 0.66
T1145 434 0.662 65.2 0.66
